,loss,decoder_Conv_layer_loss,forecaster_Conv_layer_loss,val_loss,val_decoder_Conv_layer_loss,val_forecaster_Conv_layer_loss
0,11.604814529418945,0.6183059811592102,0.6370376944541931,8.401909828186035,0.503871738910675,0.5595690011978149
1,6.562631607055664,0.5881268382072449,0.5953375101089478,4.775786399841309,0.45802393555641174,0.5243306159973145
2,4.057855129241943,0.5853200554847717,0.5923705101013184,3.104156970977783,0.43511447310447693,0.5014103651046753
3,2.953315496444702,0.582780122756958,0.5898712277412415,2.4103567600250244,0.4310086965560913,0.49287575483322144
4,2.477883815765381,0.5821394324302673,0.590830385684967,2.0424506664276123,0.42315271496772766,0.4814870357513428
5,2.1761977672576904,0.5814595222473145,0.5907058119773865,1.7731581926345825,0.41889533400535583,0.4787358343601227
6,1.941565990447998,0.5814161896705627,0.5903469324111938,1.5678437948226929,0.41827037930488586,0.47839823365211487
7,1.761647343635559,0.5816876888275146,0.5924085974693298,1.3932158946990967,0.41344204545021057,0.47139379382133484
8,1.612410306930542,0.5813340544700623,0.5901433229446411,1.2656508684158325,0.4138535261154175,0.4725337326526642
9,1.49615478515625,0.5812699794769287,0.5899181962013245,1.1411410570144653,0.4112875461578369,0.4548370838165283
10,1.4059158563613892,0.581117570400238,0.5894769430160522,1.070839285850525,0.41376689076423645,0.45876452326774597
11,1.338926076889038,0.5811652541160583,0.589743435382843,0.9981026649475098,0.4095101058483124,0.44861748814582825
12,1.2881323099136353,0.580700695514679,0.5889047980308533,0.9588943123817444,0.4080439507961273,0.45171868801116943
13,1.2536565065383911,0.5806896090507507,0.5889522433280945,0.9258612394332886,0.40761640667915344,0.4478795826435089
14,1.2279458045959473,0.5804809927940369,0.5876361727714539,0.9060513377189636,0.4074804484844208,0.44784319400787354
15,1.214705467224121,0.5808166265487671,0.5892992615699768,0.8997807502746582,0.409809947013855,0.4504086375236511
16,1.2011287212371826,0.5804803371429443,0.5870476961135864,0.884506106376648,0.40579062700271606,0.4491380751132965
17,1.1953667402267456,0.5801097750663757,0.5883325934410095,0.8710801005363464,0.405696302652359,0.4409719407558441
18,1.1920523643493652,0.580195426940918,0.5878410935401917,0.8626921772956848,0.40463584661483765,0.4345521926879883
19,1.1908340454101562,0.5800678730010986,0.5870199203491211,0.8641269207000732,0.40331852436065674,0.43734779953956604
20,1.1889746189117432,0.5796874761581421,0.586033284664154,0.8608255982398987,0.40217116475105286,0.435667484998703
21,1.1883344650268555,0.579905092716217,0.5855255722999573,0.8691502809524536,0.40916329622268677,0.43707334995269775
22,1.1878796815872192,0.5794907808303833,0.5856661200523376,0.8635582327842712,0.4012056589126587,0.4395325183868408
23,1.187843680381775,0.5791404843330383,0.5860762596130371,0.8562157154083252,0.39939844608306885,0.4339500367641449
24,1.1871167421340942,0.579114556312561,0.5852546095848083,0.8531222343444824,0.3991026282310486,0.43144747614860535
25,1.186686396598816,0.5792434215545654,0.5849680304527283,0.8528856039047241,0.40030431747436523,0.4300433099269867
26,1.1869655847549438,0.5792113542556763,0.585159182548523,0.8520501852035522,0.3988243043422699,0.4302917718887329
27,1.1853516101837158,0.5788940191268921,0.5842157006263733,0.8476037383079529,0.3977598249912262,0.42806538939476013
28,1.1847975254058838,0.5788784027099609,0.5839258432388306,0.8471488952636719,0.398005872964859,0.42737242579460144
29,1.184525489807129,0.5787764191627502,0.5839983820915222,0.8466008901596069,0.3995341360569,0.42508989572525024
30,1.1845616102218628,0.5787257552146912,0.5839223265647888,0.8484692573547363,0.39836522936820984,0.42818692326545715
31,1.1841461658477783,0.5786381363868713,0.5835985541343689,0.8452683687210083,0.39725327491760254,0.4265345633029938
32,1.1845186948776245,0.5786335468292236,0.5840028524398804,0.8457821011543274,0.39716777205467224,0.42677220702171326
33,1.1842679977416992,0.5786568522453308,0.5838111639022827,0.8467133045196533,0.39812037348747253,0.42669928073883057
34,1.183412790298462,0.578643262386322,0.583086371421814,0.8401118516921997,0.396104097366333,0.4226309061050415
35,1.1833412647247314,0.5786352753639221,0.5831172466278076,0.8429118990898132,0.39649954438209534,0.4247572124004364
36,1.1823654174804688,0.578507661819458,0.5824332237243652,0.8403480052947998,0.3962958753108978,0.4227426052093506
37,1.1818946599960327,0.5785129070281982,0.5822100043296814,0.8412825465202332,0.39638227224349976,0.42365124821662903
38,1.1818209886550903,0.578509509563446,0.5822340250015259,0.8404834866523743,0.3950439691543579,0.42402106523513794
39,1.1813544034957886,0.5782970190048218,0.5821025371551514,0.8376344442367554,0.3946302831172943,0.4220190942287445
40,1.1816191673278809,0.5783557295799255,0.5823528170585632,0.8385577201843262,0.3952943682670593,0.4223480224609375
41,1.1808357238769531,0.5784773826599121,0.5816317200660706,0.8361058235168457,0.394679993391037,0.4206807613372803
42,1.1815770864486694,0.5782445669174194,0.5824411511421204,0.8412429690361023,0.39386922121047974,0.42664316296577454
43,1.1802928447723389,0.5782203078269958,0.5814491510391235,0.8390936255455017,0.39380303025245667,0.42467665672302246
44,1.1799882650375366,0.5781416296958923,0.5814353227615356,0.8446545600891113,0.3941628932952881,0.4293924570083618
45,1.1805578470230103,0.578205406665802,0.5817134380340576,0.8349282145500183,0.39420241117477417,0.4199840724468231
46,1.1806234121322632,0.5781566500663757,0.5818750858306885,0.8378052115440369,0.39355334639549255,0.42342016100883484
47,1.179387092590332,0.578059732913971,0.5809051394462585,0.8344829678535461,0.3937120735645294,0.42050233483314514
48,1.1793824434280396,0.5780802965164185,0.5810078382492065,0.8323294520378113,0.39371824264526367,0.4182056188583374
49,1.1795228719711304,0.5781357884407043,0.5810790657997131,0.8354119062423706,0.3930245041847229,0.42188674211502075
